[protein],[ligand],[-log k],[resolution],[year],[origin],[covalent_bond]
4bqy,FNT,5.958607314841775,1.53,2013,PDB,False
4feq,0T8,5.958607314841775,2.20,2013,PDB,False
4bw1,S5B,5.8996294548824375,1.40,2013,PDB,False
3zki,WZV,5.920818753952375,2.40,2013,PDB,False
4l3p,1UH,5.920818753952375,2.68,2013,PDB,False
4hzw,LNV,8.882728704344236,1.70,2013,PDB,False
4hy5,1AQ,8.886056647693163,1.75,2013,PDB,False
4btt,VYR,8.844663962534938,2.59,2013,PDB,False
4bzn,UGX,5.841336019186011,1.90,2013,PDB,False
3vo3,0KF,8.853871964321762,1.52,2013,PDB,False
4j6i,1JV,8.853871964321762,2.90,2013,PDB,False
4gsc,MGW,5.853871964321762,2.81,2013,PDB,False
4mcb,21W,5.823908740944319,1.94,2013,PDB,False
4g2w,NI0,8.795880017344075,2.28,2013,PDB,False
4gk2,L66,8.795880017344075,2.19,2013,PDB,False
4ibm,IR1,5.7447274948966935,1.80,2013,PDB,False
4hhy,15R,8.71669877129645,2.36,2013,PDB,False
4jht,8XQ,4.991399828238082,1.18,2013,PDB,False
4m5r,MSR,3.0,1.40,2013,PDB,False
4i7f,NVE,7.0,2.50,2013,PDB,False
4iz0,2BI,4.0,2.22,2013,PDB,False
4dr9,BB2,8.0,1.90,2013,PDB,False
4kfp,1R7,8.0,1.84,2013,PDB,False
4mb9,28F,8.0,1.85,2013,PDB,False
4b78,KGG,5.0,1.50,2013,PDB,False
4lc7,1WP,4.928117992693875,1.70,2013,PDB,False
4l34,1VG,6.943095148663527,1.80,2013,PDB,False
4dho,Y09,3.9281179926938745,1.70,2013,PDB,False
3w5e,NVW,7.958607314841775,2.30,2013,PDB,False
4g2j,0WF,7.958607314841775,2.40,2013,PDB,False
4m4q,21A,7.958607314841775,2.50,2013,PDB,False
4m5u,20F,7.958607314841775,2.20,2013,PDB,False
4j04,1JF,4.958607314841775,2.00,2013,PDB,False
4kb8,1QN,7.889410289700751,1.95,2013,PDB,False
3wfg,WFG,6.920818753952375,1.40,2013,PDB,False
4kc1,WS1,2.9136401693252516,1.50,2013,PDB,False
4men,25K,3.9030899869919438,1.81,2013,PDB,False
4fz6,0VG,6.896196279044043,1.85,2013,PDB,False
4dhn,0KC,3.8927900303521317,1.80,2013,PDB,False
3vtd,TKD,7.920818753952375,2.70,2013,PDB,False
4j1f,1HL,7.920818753952375,2.25,2013,PDB,False
4kmu,RFP,7.920818753952375,3.85,2013,PDB,False
4b81,ZN4,4.920818753952375,2.80,2013,PDB,False
4bnt,36E,3.8610976000664063,2.30,2013,PDB,False
3vtc,TK3,7.886056647693163,1.50,2013,PDB,False
4j1k,1HG,7.886056647693163,2.18,2013,PDB,False
4dzw,0MQ,7.886056647693163,3.05,2013,PDB,False
4kbc,1QJ,7.847711655616943,1.98,2013,PDB,False
4l0s,1UZ,6.838631997765025,1.90,2013,PDB,False
4l32,1VF,6.835647144215563,1.85,2013,PDB,False
3zo4,QWI,6.826813731587726,1.65,2013,PDB,False
4bjc,RPB,7.853871964321762,2.20,2013,PDB,False
4gk4,L90,7.853871964321762,2.10,2013,PDB,False
4i0r,1B4,7.853871964321762,2.10,2013,PDB,False
4jzr,4JR,7.801342913045577,2.10,2013,PDB,False
3zlx,5EZ,3.8041003475907664,2.20,2013,PDB,False
4b0g,VEK,7.823908740944319,2.50,2013,PDB,False
4bfp,SWY,7.823908740944319,2.40,2013,PDB,False
4bgg,844,7.823908740944319,2.56,2013,PDB,False
4dht,0KG,4.823908740944319,1.80,2013,PDB,False
4l31,F08,6.790484985457369,2.00,2013,PDB,False
4dhm,0KB,3.7825160557860937,1.70,2013,PDB,False
4dhs,Y03,4.795880017344075,1.74,2013,PDB,False
4mk1,27Y,4.795880017344075,1.85,2013,PDB,False
4alu,79O,7.769551078621726,2.60,2013,PDB,False
4g1f,0WG,7.769551078621726,2.90,2013,PDB,False
4ke0,1R8,7.769551078621726,2.30,2013,PDB,False
4m3q,24K,7.769551078621726,2.72,2013,PDB,False
3wav,DWV,6.7447274948966935,1.80,2013,PDB,False
4dwb,0M7,5.735182176990463,2.10,2013,PDB,False
4kjv,1RK,7.7447274948966935,1.70,2013,PDB,False
4c36,ZO9,7.703334809738469,1.98,2013,PDB,False
4bb4,32W,6.721246399047171,1.65,2013,PDB,False
4jrg,I09,6.707743928643524,1.90,2013,PDB,False
3zlw,MT8,3.703334809738469,2.12,2013,PDB,False
3w2r,W2R,7.721246399047171,2.05,2013,PDB,False
4j1e,1HM,7.721246399047171,1.78,2013,PDB,False
4im0,1FV,7.721246399047171,2.40,2013,PDB,False
4hyh,1AM,9.0,1.70,2013,PDB,False
4iwd,1JC,9.0,1.99,2013,PDB,False
4ktc,1X3,9.0,2.30,2013,PDB,False
4mk8,28Q,9.0,2.09,2013,PDB,False
4mka,2AY,9.0,2.05,2013,PDB,False
3zo1,SIJ,6.0,2.00,2013,PDB,False
4awi,AQ2,6.0,1.91,2013,PDB,False
4jql,VJ6,6.0,1.72,2013,PDB,False
3wc5,DDK,8.698970004336019,1.70,2013,PDB,False
4jlg,1L8,8.698970004336019,1.90,2013,PDB,False
4lgu,1YH,8.67778070526608,2.00,2013,PDB,False
4lnf,GLN,2.619788758288394,2.95,2013,PDB,False
4ke1,1R6,8.602059991327963,1.91,2013,PDB,False
4btl,5GZ,5.6020599913279625,2.50,2013,PDB,False
4ezl,0SE,8.585026652029182,2.94,2013,PDB,False
4mx9,2E8,8.585026652029182,3.10,2013,PDB,False
4hy4,1BG,8.568636235841012,1.25,2013,PDB,False
4mbl,26L,8.537602002101044,2.60,2013,PDB,False
4dtt,I41,5.537602002101044,3.22,2013,PDB,False
4hy0,1AQ,6.698970004336019,2.84,2013,PDB,False
4nie,NBH,7.698970004336019,2.01,2013,PDB,False
4fic,0UL,4.698970004336019,2.50,2013,PDB,False
4l2g,1V4,6.6777807052660805,2.05,2013,PDB,False
4jr3,KJR,6.661543506395395,2.70,2013,PDB,False
4bjb,P34,6.6595558851598815,2.30,2013,PDB,False
4j3m,AJ8,7.6777807052660805,1.90,2013,PDB,False
4hww,X7A,6.651695136951839,1.30,2013,PDB,False
3wd1,ST7,7.657577319177793,2.30,2013,PDB,False
4bjx,73B,7.657577319177793,1.59,2013,PDB,False
4b84,Z5K,4.657577319177793,2.60,2013,PDB,False
4l0v,1V1,6.632644078973981,1.70,2013,PDB,False
3zmg,6Z0,7.638272163982407,1.74,2013,PDB,False
4ixu,38I,7.638272163982407,1.90,2013,PDB,False
4kiq,1RA,7.638272163982407,2.50,2013,PDB,False
3wbl,PDY,4.638272163982407,2.00,2013,PDB,False
4ixv,XA1,6.619788758288394,2.30,2013,PDB,False
4jbo,WPH,7.619788758288394,2.49,2013,PDB,False
4jp9,1M5,7.619788758288394,1.80,2013,PDB,False
4k4e,K4E,7.619788758288394,2.30,2013,PDB,False
4kn7,1RM,7.619788758288394,3.69,2013,PDB,False
4meq,25O,3.6020599913279625,1.77,2013,PDB,False
4meo,25V,3.6020599913279625,1.72,2013,PDB,False
4la7,A1O,6.573488738635425,1.98,2013,PDB,False
4i0t,1B6,7.585026652029182,1.70,2013,PDB,False
4i11,1CH,4.565431095965802,1.89,2013,PDB,False
4l0i,1UW,6.565431095965801,2.30,2013,PDB,False
4alw,HY7,7.568636235841013,1.92,2013,PDB,False
4dhr,Y04,4.568636235841013,1.40,2013,PDB,False
4j0v,1H7,7.552841968657781,1.94,2013,PDB,False
4l53,1UO,7.552841968657781,2.55,2013,PDB,False
4joa,3DK,7.5376020021010435,2.70,2013,PDB,False
4jrv,KJV,7.5376020021010435,2.80,2013,PDB,False
4lww,LWW,7.5376020021010435,1.64,2013,PDB,False
4j53,1J4,8.698970004336019,2.50,2013,PDB,False
4lgh,0JN,8.698970004336019,2.84,2013,PDB,False
4lxa,1YS,8.698970004336019,1.95,2013,PDB,False
4n4v,2GY,8.698970004336019,2.00,2013,PDB,False
4ehe,RI8,8.494850021680094,3.30,2013,PDB,False
4jmu,1ML,5.468521082957745,2.00,2013,PDB,False
4lge,1Y0,8.455931955649724,1.55,2013,PDB,False
3w1f,1O5,8.435333935747911,2.70,2013,PDB,False
4ezj,0SC,8.42021640338319,2.67,2013,PDB,False
3zly,YSO,3.5228787452803374,2.11,2013,PDB,False
3zbf,VGH,7.522878745280337,2.20,2013,PDB,False
3w5t,LHP,4.522878745280337,2.29,2013,PDB,False
4ith,RCM,6.4990777608096995,2.25,2013,PDB,False
4g2l,0WL,7.494850021680094,3.00,2013,PDB,False
4kbi,1C0,7.494850021680094,2.06,2013,PDB,False
4kb7,690,7.494850021680094,1.85,2013,PDB,False
4dhq,Y06,4.494850021680094,1.75,2013,PDB,False
3wab,DDW,7.468521082957745,2.15,2013,PDB,False
4lh7,1X8,4.468521082957745,1.90,2013,PDB,False
4joo,1M4,4.433798281145087,1.80,2013,PDB,False
4l2k,1V8,6.443697499232712,2.10,2013,PDB,False
3w33,W19,7.443697499232712,1.70,2013,PDB,False
4i0s,1B5,7.443697499232712,1.98,2013,PDB,False
4k8s,1QT,7.443697499232712,2.39,2013,PDB,False
4dhp,Y07,4.443697499232712,1.75,2013,PDB,False
4kw6,QDO,3.4271283977995197,3.00,2013,PDB,False
4itj,1HX,6.423428315934709,1.80,2013,PDB,False
4dxj,0M9,7.42021640338319,2.35,2013,PDB,False
3zls,92P,4.404503778174426,2.50,2013,PDB,False
4jq7,KJQ,6.405607449624573,2.73,2013,PDB,False
4bae,RWX,8.522878745280337,2.35,2013,PDB,False
4gv1,0XZ,8.522878745280337,1.49,2013,PDB,False
4hyi,1AO,8.522878745280337,1.40,2013,PDB,False
4izy,1J2,8.522878745280337,2.30,2013,PDB,False
4j52,1J3,8.522878745280337,2.30,2013,PDB,False
4jnc,1LF,8.522878745280337,1.96,2013,PDB,False
4jnm,1LJ,8.522878745280337,2.20,2013,PDB,False
4l6s,1WQ,8.522878745280337,2.20,2013,PDB,False
4lgg,VGG,8.522878745280337,2.41,2013,PDB,False
4hlw,17W,5.376750709602099,2.50,2013,PDB,False
4kz0,1UJ,5.376750709602099,2.87,2013,PDB,False
4k3k,SFK,2.3526170298853804,1.85,2013,PDB,False
3wiz,LC6,8.356547323513812,2.45,2013,PDB,False
4lts,LTS,8.356547323513812,1.69,2013,PDB,False
4ie2,1EC,5.346787486224656,2.21,2013,PDB,False
4j06,1JG,5.337242168318426,2.00,2013,PDB,False
4eev,L1X,8.327902142064282,1.80,2013,PDB,False
4htx,19F,8.327902142064282,1.90,2013,PDB,False
3wi6,YRZ,5.327902142064283,2.99,2013,PDB,False
4mcd,22L,5.327902142064283,1.55,2013,PDB,False
4mep,24Y,5.327902142064283,1.85,2013,PDB,False
4kin,1M8,8.318758762624412,1.97,2013,PDB,False
4mbc,28G,6.3979400086720375,1.75,2013,PDB,False
4j1i,1HH,7.3979400086720375,2.05,2013,PDB,False
4b80,A36,4.3979400086720375,2.50,2013,PDB,False
4bek,XK0,4.3851027839668655,2.39,2013,PDB,False
4jbp,YPH,7.3872161432802645,2.45,2013,PDB,False
4ln7,1ZQ,7.3872161432802645,1.73,2013,PDB,False
4b82,B3Z,4.3872161432802645,2.10,2013,PDB,False
4mk7,28O,6.361510743045363,2.80,2013,PDB,False
4iti,1HW,6.3570411205902095,2.86,2013,PDB,False
4bj9,UHB,7.346787486224656,2.05,2013,PDB,False
4jib,1L6,7.346787486224656,1.72,2013,PDB,False
4fyo,0VF,7.327902142064283,1.40,2013,PDB,False
4jpe,1M7,7.318758762624412,1.80,2013,PDB,False
4e1e,0MW,6.309803919971486,2.65,2013,PDB,False
4kc2,WS2,3.30715308072277,1.70,2013,PDB,False
4j1c,1HO,7.309803919971486,2.01,2013,PDB,False
4ksq,1SW,7.309803919971486,3.30,2013,PDB,False
4m84,21E,7.309803919971486,2.00,2013,PDB,False
4n4t,2GV,7.309803919971486,2.31,2013,PDB,False
4b7z,Q4Q,4.309803919971486,2.30,2013,PDB,False
4bgh,3I6,8.397940008672037,1.95,2013,PDB,False
4jai,XU2,8.397940008672037,3.20,2013,PDB,False
4l52,1UL,8.397940008672037,2.54,2013,PDB,False
4lxk,1YT,8.397940008672037,2.05,2013,PDB,False
4j3d,1JS,8.275724130399212,2.00,2013,PDB,False
4jaj,XU1,5.2564902352715706,2.70,2013,PDB,False
3wc7,EF1,8.259637310505756,1.90,2013,PDB,False
4hze,X7A,6.293282217663242,1.60,2013,PDB,False
4kai,1PV,7.301029995663981,2.30,2013,PDB,False
4mot,2B7,7.301029995663981,1.75,2013,PDB,False
4j0p,1H8,7.292429823902063,1.97,2013,PDB,False
4bhz,Z0B,4.2716462179787715,2.85,2013,PDB,False
4j17,1HQ,7.267606240177032,1.81,2013,PDB,False
4m6p,20R,7.267606240177032,1.75,2013,PDB,False
4au8,Z3R,6.258848401148215,1.90,2013,PDB,False
4gk3,L87,7.251811972993799,1.90,2013,PDB,False
4kn4,1RL,7.2441251443275085,3.96,2013,PDB,False
4dwg,0M8,7.236572006437063,2.01,2013,PDB,False
4bi0,Z0W,4.23210238398191,2.84,2013,PDB,False
4kc4,WS3,3.2335871528876003,1.60,2013,PDB,False
3w69,LTZ,7.236572006437063,1.90,2013,PDB,False
4l2f,1V3,6.22548303427145,2.05,2013,PDB,False
2yoj,8Y6,8.301029995663981,1.76,2013,PDB,False
4i6f,1C7,8.301029995663981,2.90,2013,PDB,False
4i6h,1C8,8.301029995663981,1.91,2013,PDB,False
4jzd,1NJ,8.301029995663981,2.20,2013,PDB,False
4dhu,0KH,5.301029995663981,1.67,2013,PDB,False
4kba,1QM,8.221848749616356,1.98,2013,PDB,False
4m6q,20T,8.214670164989233,2.41,2013,PDB,False
4ifh,1EF,5.214670164989233,3.29,2013,PDB,False
4hyu,1BK,8.207608310501746,2.15,2013,PDB,False
4mds,23H,5.2076083105017466,1.60,2013,PDB,False
4bw2,UTH,5.199970640755866,1.92,2013,PDB,False
4ezk,0SD,8.200659450546418,2.80,2013,PDB,False
4b70,WM9,5.200659450546418,1.60,2013,PDB,False
4kbk,1QG,8.18045606445813,2.10,2013,PDB,False
3w2s,W2R,8.161150909262744,1.90,2013,PDB,False
4anq,VGH,6.218244625347531,1.76,2013,PDB,False
4hxq,X8A,7.221848749616356,1.45,2013,PDB,False
4mbj,DFS,7.214670164989233,3.60,2013,PDB,False
4ark,M3K,7.200659450546418,2.60,2013,PDB,False
4msk,2C8,7.200659450546418,2.30,2013,PDB,False
4ehg,RI9,7.1938200260161125,3.50,2013,PDB,False
3wff,WFF,6.180456064458132,2.05,2013,PDB,False
4l0t,1V0,7.180456064458132,2.10,2013,PDB,False
4l0b,1UT,7.173925197299173,1.80,2013,PDB,False
4i06,X8A,7.173925197299173,1.80,2013,PDB,False
4bi1,ZO6,4.1605219526258015,2.70,2013,PDB,False
4bs4,A64,8.221848749616356,1.89,2013,PDB,False
4aua,4AU,5.142667503568732,2.31,2013,PDB,False
4li8,1XQ,8.1249387366083,2.52,2013,PDB,False
4bio,8XQ,5.119186407719209,2.45,2013,PDB,False
4gj6,0LS,5.119186407719209,2.58,2013,PDB,False
3vry,B43,8.113509274827518,2.48,2013,PDB,False
4b77,54M,5.102372908709558,1.80,2013,PDB,False
4kzl,20D,6.154901959985743,2.00,2013,PDB,False
3uli,1N3,7.154901959985743,2.00,2013,PDB,False
4l10,A63,7.1487416512809245,1.70,2013,PDB,False
4jsc,1OY,7.130768280269024,2.50,2013,PDB,False
3w32,W32,7.1249387366083,1.80,2013,PDB,False
4mgv,D5I,7.1249387366083,1.72,2013,PDB,False
4k9h,1QU,7.119186407719209,2.29,2013,PDB,False
4j0z,1H5,7.113509274827518,2.13,2013,PDB,False
4lh6,1X7,4.113509274827518,1.65,2013,PDB,False
4c66,H4C,4.100179497572904,1.87,2013,PDB,False
3rtp,34I,8.154901959985743,2.40,2013,PDB,False
4alv,R9P,8.154901959985743,2.59,2013,PDB,False
4l33,F70,8.154901959985743,2.10,2013,PDB,False
4jze,1NK,8.154901959985743,1.52,2013,PDB,False
4kip,1R9,8.154901959985743,2.27,2013,PDB,False
4mbi,26K,8.154901959985743,2.30,2013,PDB,False
4b83,B3V,5.154901959985743,2.40,2013,PDB,False
4kzc,1UK,8.086186147616283,3.25,2013,PDB,False
4hzz,G39,8.08039897621589,1.60,2013,PDB,False
3wd9,QPC,8.080921907623926,2.50,2013,PDB,False
4i5m,R78,8.05551732784983,1.80,2013,PDB,False
3zo2,15I,7.096910013008056,1.98,2013,PDB,False
3w2o,03P,5.075720713938118,2.35,2013,PDB,False
4l09,1UR,6.070581074285707,2.05,2013,PDB,False
4b85,B3W,4.055517327849832,2.10,2013,PDB,False
4e90,7RG,8.096910013008056,2.50,2013,PDB,False
4eqc,XR1,8.096910013008056,2.01,2013,PDB,False
4jq8,KJ8,8.096910013008056,2.83,2013,PDB,False
3vzv,VZV,8.036212172654444,2.80,2013,PDB,False
4hg7,NUT,7.045757490560675,1.60,2013,PDB,False
3wi2,P98,7.036212172654444,2.26,2013,PDB,False
4bi2,ZO8,4.026410376572743,3.11,2013,PDB,False
4jpc,1M6,7.026872146400302,1.80,2013,PDB,False
4bfd,8T3,7.017728766960431,2.30,2013,PDB,False
4ie3,1EE,6.008773924307505,2.35,2013,PDB,False
4l7g,1W0,4.0030507515046185,1.38,2013,PDB,False
4mk9,28R,8.045757490560675,2.05,2013,PDB,False
4lop,SB4,8.154901959985743,2.05,2013,PDB,False
4loq,SB4,8.154901959985743,2.32,2013,PDB,False
4avt,GHE,8.05551732784983,3.20,2013,PDB,False
4f7l,0SO,8.0,2.90,2013,PDB,False
4f6w,0SS,7.522878745280337,2.39,2013,PDB,False
3zi0,FM8,7.3979400086720375,1.90,2013,PDB,False
4ly1,20Y,7.2580609222708015,1.57,2013,PDB,False
4i9h,1E4,7.167491087293763,2.17,2013,PDB,False
4f7n,0SV,7.096910013008056,2.65,2013,PDB,False
3zhz,FM7,7.045757490560675,2.25,2013,PDB,False
4k9y,K9Y,6.954677021213342,2.00,2013,PDB,False
4loh,1SY,6.958607314841775,2.25,2013,PDB,False
4bcq,TJF,6.8326826652518236,2.40,2013,PDB,False
4loi,1YC,6.769551078621726,1.89,2013,PDB,False
4lxz,SHH,6.739928612014925,1.85,2013,PDB,False
4lrh,FOL,9.721246399047171,2.80,2013,PDB,False
4lhv,GDP,10.0,1.95,2013,PDB,False
3zhx,FM6,6.6777807052660805,2.00,2013,PDB,False
4iaw,LIZ,9.630784142589857,2.40,2013,PDB,False
4btk,DTQ,6.619788758288394,2.00,2013,PDB,False
4li0,GDP,6.585026652029182,3.30,2013,PDB,False
4iax,LIZ,9.563837352959244,1.90,2013,PDB,False
4iue,AJ4,6.552841968657781,2.38,2013,PDB,False
4nj3,2KD,6.522878745280337,1.85,2013,PDB,False
4gv8,DUP,6.494850021680094,2.10,2013,PDB,False
3zh8,C58,6.467245621007502,2.74,2013,PDB,False
4b7p,9UN,9.460923901207224,1.70,2013,PDB,False
4loj,1SY,6.522878745280337,1.77,2013,PDB,False
4b33,1NP,3.3665315444204134,1.50,2013,PDB,False
4b32,03V,3.337242168318426,1.50,2013,PDB,False
4n6h,EJ4,9.2839966563652,1.80,2013,PDB,False
4f0c,GDS,6.267606240177032,1.90,2013,PDB,False
3zlr,X0B,9.259637310505756,2.03,2013,PDB,False
4b2l,TR7,3.2441251443275085,1.50,2013,PDB,False
4kii,RHL,6.229147988357856,1.85,2013,PDB,False
4e1k,0N5,6.301029995663981,2.00,2013,PDB,False
4bqg,50Q,6.221848749616356,1.90,2013,PDB,False
4f6u,0SR,6.154901959985743,2.10,2013,PDB,False
4b34,ABV,3.136677139879544,1.55,2013,PDB,False
4kao,KAO,6.113509274827519,2.39,2013,PDB,False
4km0,CP6,6.040958607678906,1.30,2013,PDB,False
4b2i,LZ1,3.0,1.30,2013,PDB,False
4kne,1CY,5.8996294548824375,2.00,2013,PDB,False
4b35,4ME,2.886056647693163,1.40,2013,PDB,False
3zos,0LI,8.886056647693163,1.92,2013,PDB,False
4hva,4HV,5.886056647693163,2.07,2013,PDB,False
4km2,TOP,5.844663962534939,1.40,2013,PDB,False
4ksp,1SU,8.795880017344075,2.93,2013,PDB,False
4f70,0ST,5.739928612014925,3.00,2013,PDB,False
4i60,B1R,5.728158393463501,2.50,2013,PDB,False
4bkj,STI,8.721246399047171,1.70,2013,PDB,False
4br3,U85,5.721246399047171,2.20,2013,PDB,False
4i9o,KI1,5.721246399047171,2.00,2013,PDB,False
4knm,E1E,8.0,1.90,2013,PDB,False
4bcs,BTN,6.987162775294828,1.80,2013,PDB,False
4i7l,IPH,3.987162775294828,1.52,2013,PDB,False
4ht0,V50,8.0,1.60,2013,PDB,False
4knj,E1F,7.954677021213342,2.00,2013,PDB,False
4lbp,1WG,4.943095148663527,1.87,2013,PDB,False
4igt,3ZA,7.892790030352131,1.24,2013,PDB,False
3w5n,RAM,3.869666231504994,1.80,2013,PDB,False
4ijl,1EK,3.869666231504994,1.70,2013,PDB,False
4i9u,1E7,3.8632794328435933,2.50,2013,PDB,False
4luv,1XS,2.853871964321762,1.40,2013,PDB,False
4k3h,1OM,6.853871964321762,2.45,2013,PDB,False
4ieh,1E9,7.853871964321762,2.10,2013,PDB,False
4j7e,I29,4.853871964321762,1.63,2013,PDB,False
4c1m,NIH,7.801342913045577,2.00,2013,PDB,False
4as9,4QS,4.787812395596042,2.71,2013,PDB,False
4kni,E1E,7.777283528852417,1.80,2013,PDB,False
4knn,E1F,7.777283528852417,1.40,2013,PDB,False
4bqt,C5E,5.785156151952302,2.88,2013,PDB,False
4j3l,AJ5,7.795880017344075,2.09,2013,PDB,False
4kax,GTP,4.769551078621726,1.85,2013,PDB,False
4ayu,N8P,4.730487055782084,1.50,2013,PDB,False
4f9y,LM3,6.735182176990463,1.85,2013,PDB,False
4kby,C2E,6.730487055782084,2.36,2013,PDB,False
4j22,AJ7,7.7447274948966935,2.12,2013,PDB,False
4ih6,1EP,4.7447274948966935,2.20,2013,PDB,False
4bb9,F1P,6.0,1.47,2013,PDB,False
4b3c,5H1,2.6777807052660805,1.90,2013,PDB,False
4b3d,5MI,2.6777807052660805,1.59,2013,PDB,False
4jn2,4CC,11.67778070526608,1.71,2013,PDB,False
4gs9,0XB,5.657577319177793,1.72,2013,PDB,False
4i8x,6P3,2.638272163982407,2.23,2013,PDB,False
4lno,GLN,2.619788758288394,2.90,2013,PDB,False
4jx9,URI,8.619788758288394,1.40,2013,PDB,False
4lar,1WE,4.684029654543083,2.38,2013,PDB,False
4j7d,I31,4.698970004336019,1.25,2013,PDB,False
4j93,1JR,4.698970004336019,1.74,2013,PDB,False
4luz,1XT,4.698970004336019,1.90,2013,PDB,False
4jv6,18F,6.66354026615147,1.87,2013,PDB,False
4izm,ASP,6.657577319177793,4.50,2013,PDB,False
3vws,VWS,3.6478174818886373,2.10,2013,PDB,False
4jal,SAH,4.6020599913279625,2.00,2013,PDB,False
3wb5,0B4,4.5718652059712115,2.50,2013,PDB,False
4j74,I18,4.585026652029182,1.20,2013,PDB,False
4ht2,V50,6.5376020021010435,1.45,2013,PDB,False
4hu1,V13,7.5376020021010435,1.95,2013,PDB,False
4k55,H6P,5.51427857351842,1.91,2013,PDB,False
4nk9,2K5,8.508638306165727,2.57,2013,PDB,False
4f6s,0SQ,5.489454989793388,2.60,2013,PDB,False
3zln,H0Y,8.468521082957745,2.29,2013,PDB,False
4n7j,2GQ,5.468521082957745,1.67,2013,PDB,False
4n7m,2GQ,5.468521082957745,2.12,2013,PDB,False
4ksy,1SY,8.421360790031928,1.88,2013,PDB,False
4g93,0YP,3.5228787452803374,4.20,2013,PDB,False
4nka,2K7,6.5066813917678985,2.19,2013,PDB,False
4i7p,ES3,3.4989407377822483,1.60,2013,PDB,False
4avs,N7P,3.492144128304169,1.40,2013,PDB,False
4kp8,E1G,5.47755576649368,1.80,2013,PDB,False
3wb4,0B3,4.436518914605589,2.25,2013,PDB,False
4ge1,TSS,6.431798275933005,2.15,2013,PDB,False
4kcx,1QK,4.431798275933005,2.00,2013,PDB,False
3zm9,QMQ,7.42021640338319,1.90,2013,PDB,False
4j21,AJ6,7.4089353929735005,1.93,2013,PDB,False
4btm,F8E,5.3872161432802645,2.54,2013,PDB,False
4k19,1OD,8.356547323513812,2.74,2013,PDB,False
4jwk,CTN,8.319664486585436,1.87,2013,PDB,False
4gu9,4GU,4.366531544420414,2.40,2013,PDB,False
4gu6,10N,7.356547323513812,1.95,2013,PDB,False
4nbn,2J7,4.356547323513813,1.75,2013,PDB,False
4ayq,MVL,7.327902142064283,1.10,2013,PDB,False
4ijh,1EJ,4.327902142064283,1.50,2013,PDB,False
4i7j,BNZ,3.318758762624413,1.67,2013,PDB,False
4e70,N7I,5.279014255846261,1.61,2013,PDB,False
4lp6,Q4I,8.27083521030723,2.15,2013,PDB,False
4f7j,0SU,5.235077015350112,2.60,2013,PDB,False
4kfq,KFQ,8.232102383981909,2.20,2013,PDB,False
4gue,QCT,5.236572006437063,1.80,2013,PDB,False
4ih7,1ER,5.236572006437063,2.30,2013,PDB,False
4luo,1DZ,3.2365720064370627,1.54,2013,PDB,False
4k5y,1Q5,8.173925197299173,2.98,2013,PDB,False
4n5d,2FQ,3.2168113089247425,2.06,2013,PDB,False
4gny,SDS,4.221848749616356,1.64,2013,PDB,False
4igr,3ZA,7.200659450546418,2.65,2013,PDB,False
4nra,2LW,4.187086643357144,1.85,2013,PDB,False
4nks,2M2,7.168130225719498,2.50,2013,PDB,False
4jkw,IPE,4.1555228242543185,2.01,2013,PDB,False
4lw1,1XS,3.1487416512809245,1.63,2013,PDB,False
4i7m,2LP,4.142667503568732,1.48,2013,PDB,False
4kzq,DFL,6.103473782510445,2.25,2013,PDB,False
4ih5,12R,4.107905397309519,1.90,2013,PDB,False
4loo,SB4,8.154901959985743,1.95,2013,PDB,False
4ly9,1YY,8.154901959985743,2.35,2013,PDB,False
4ghi,0X3,7.0915149811213505,1.50,2013,PDB,False
4kp5,E1F,6.079354998593212,1.45,2013,PDB,False
4i7k,MBN,3.0433514207947967,1.72,2013,PDB,False
4kab,4KA,4.031517051446065,2.71,2013,PDB,False
4k8a,K8A,4.022276394711152,2.91,2013,PDB,False
4ayr,IFL,7.00436480540245,1.10,2013,PDB,False
4k1b,1OC,11.522878745280337,2.08,2013,PDB,False
4gih,0X5,8.318758762624412,2.00,2013,PDB,False
4kb9,G79,11.0,1.29,2013,PDB,False
4gmy,0X5,7.552841968657781,2.40,2013,PDB,False
4fxy,0W2,7.5376020021010435,2.80,2013,PDB,False
4lmn,EUI,10.301029995663981,2.80,2013,PDB,False
4gfm,0X2,7.221848749616356,2.30,2013,PDB,False
4bny,36I,7.096910013008056,1.80,2013,PDB,False
4hvb,19P,9.954677021213342,2.35,2013,PDB,False
4bcm,T7Z,6.910094888560602,2.45,2013,PDB,False
4bco,T6Q,6.882728704344236,2.05,2013,PDB,False
2yol,EBN,6.886056647693163,3.20,2013,PDB,False
4ew3,DXZ,6.7447274948966935,1.70,2013,PDB,False
4ivc,1J6,10.0,2.35,2013,PDB,False
4ew2,DXY,6.6777807052660805,1.60,2013,PDB,False
4gfo,0X2,6.619788758288394,2.30,2013,PDB,False
4gql,R47,9.585026652029182,1.15,2013,PDB,False
4gr0,R4B,9.55284196865778,1.50,2013,PDB,False
4ivd,15T,9.522878745280337,1.93,2013,PDB,False
4ks2,1SJ,9.337242168318426,2.60,2013,PDB,False
4hev,AXM,6.337242168318426,2.50,2013,PDB,False
4jfw,H58,6.337242168318426,2.10,2013,PDB,False
4mss,2CZ,6.3979400086720375,1.80,2013,PDB,False
4jfv,H57,6.2839966563652006,1.88,2013,PDB,False
3v0p,4GW,6.275724130399211,1.90,2013,PDB,False
